Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
A,P05-1045,I08-5014,1,"We have used the freely available Stanford Named Entity Recognizer (Finkel, Grenager, and Manning, 2005) in our engine.",We have used the freely available Stanford Named Entity Recognizer (GTREF) in our engine.
A,P05-1045,I08-6004,1,"From the above corpora, we first extracted all the NEs from the English side, using the Stanford NER tool [Finkel et al, 2005].","From the above corpora, we first extracted all the NEs from the English side, using the Stanford NER tool TREF."
A,P05-1045,J11-1002,0,"Furthermore, as our tasks can be regarded as a sequential labeling problem (to label if a word is an opinion word, a target, or an ordinary word), we experimented with the conditional random fields (CRF) technique (Lafferty, McCallum, and Pereira 2001) for extraction, which is a popular information extraction method and has been successfully used in labeling tasks such as POS tagging (Lafferty, McCallum, and Pereira 2001) and Named Entity Recognition (Finkel, Grenager, and Manning 2005).","Furthermore, as our tasks can be regarded as a sequential labeling problem (to label if a word is an opinion word, a target, or an ordinary word), we experimented with the conditional random fields (CRF) technique REF for extraction, which is a popular information extraction method and has been successfully used in labeling tasks such as POS tagging REF and Named Entity Recognition (GTREF)."
A,P05-1045,J12-4004,1,"Then, we use the Stanford Named Entity Recognizer (Finkel, Grenager, and Manning 2005) to identify named entities, which we replace with a unique token (‘NE’).","Then, we use the Stanford Named Entity Recognizer (GTREF) to identify named entities, which we replace with a unique token (‘NE’)."
A,P05-1045,J13-2001,1,"First, we test the NE alignment performance with the same Chinese NE recognizer (Wu’s system, adopted earlier) but with different English NE recognizers that include the Mallet toolkit (used before), the Stanford NE recognizer (Finkel, Grenager, and Manning 2005), and Minor Third (Cohen 2004).","First, we test the NE alignment performance with the same Chinese NE recognizer (Wu’s system, adopted earlier) but with different English NE recognizers that include the Mallet toolkit (used before), the Stanford NE recognizer (GTREF), and Minor Third REF."
A,P05-1045,N06-1054,1,"Such techniques include Gibbs sampling (Finkel et al., 2005), a general-purpose Monte Carlo method, and integer linear programming (ILP), (Roth and Yih, 2005), a general-purpose exact framework for NP-complete problems.","Such techniques include Gibbs sampling TREF, a general-purpose Monte Carlo method, and integer linear programming (ILP), REF, a general-purpose exact framework for NP-complete problems."
A,P05-1045,N07-1009,0,"Undirected graphical models such as Conditional Random Fields (CRFs) (Lafferty et al., 2001) have shown great success for problems involving structured output variables (e.g. Wellner et al. (2004), Finkel et al. (2005)).","Undirected graphical models such as Conditional Random Fields (CRFs) REF have shown great success for problems involving structured output variables (e.g. REF,TREF))."
A,P05-1045,N07-1011,0,"Others have attempted to train global scoring functions using Gibbs sampling (Finkel et al., 2005), message propagation, (Bunescu and Mooney, 2004; Sutton and McCallum, 2004), and integer linear programming (Roth and Yih, 2004)","Others have attempted to train global scoring functions using Gibbs sampling TREF, message propagation, REF, and integer linear pro_x0002_gramming REF"
A,P05-1045,N07-1042,0,"More distantly related, Sutton and McCallum (2004) and Finkel et al. (2005) propose graphical models for combining information about a given entity from multiple mentions.","More distantly related, REF and TREF propose graphical models for combining information about a given entity from multiple mentions."
A,P05-1045,N07-2046,0,"Recent applications of statistical coreference models are beginning to show promise (Finkel et al, 2005; Ji & Grishman, 2005).",Recent applications of statistical coreference models are beginning to show promise (GTREF).
A,P05-1045,N09-1037,1,"We construct our joint model as an extension to the discriminatively trained, feature-rich, conditional random field-based, CRF-CFG parser of (Finkel and Manning, 2008).","We construct our joint model as an extension to the discriminatively trained, feature-rich, conditional random field-based, CRF-CFG parser of TREF."
A,P05-1045,N09-1068,1,"To our knowledge, the discriminatively trained dependency model we used has not been previously published, but it is very similar to recent work on discriminative constituency parsing (Finkel and Manning, 2008).","To our knowledge, the discriminatively trained dependency model we used has not been previously published, but it is very similar to recent work on discriminative constituency parsing TREF."
A,P05-1045,N10-1068,0,"We focus on training using Gibbs sampling (Geman and Geman, 1984), because it has been popularly applied in the natural language literature, e.g., (Finkel et al., 2005; DeNero et al., 2008; Blunsom et al., 2009).","We focus on training using Gibbs sampling REF, because it has been popularly applied in the natural language literature, e.g., (GTREF)."
A,P05-1045,N10-1072,1,"C’s nameEntitySet represents the set of all named entities in C’s article labeled by Stanford NER (Finkel et al., 2005).",C’s nameEntitySet represents the set of all named entities in C’s article labeled by Stanford NER TREF.
A,P05-1045,N10-1117,0,"One such technique is Markov chain Monte Carlo, and in particular Gibbs sampling (Finkel et al., 2005), another is (loopy) sum-product belief propagation (Smith and Eisner, 2008).","One such technique is Markov chain Monte Carlo, and in particular Gibbs sampling TREF, another is (loopy) sum-product belief propagation REF."
A,P05-1045,N10-1121,1,"Namedentity information was obtained by the Stanford tagger (Finkel et al., 2005).",Namedentity information was obtained by the Stanford tag_x0002_ger TREF.
A,P05-1045,N12-1008,1,"Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (Finkel et al., 2005; Roth and tau Yih, 2004; Chang et al., 2007; Druck and McCallum, 2010).",Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (GTREF).
A,P05-1045,N12-1013,2,"The second application, information extraction from seminar announcements, has been modeled previously with skip-chain CRFs (Sutton and McCallum, 2005; Finkel et al., 2005).","The second application, information extraction from seminar announcements, has been modeled previously with skip-chain CRFs (GTREF)."
A,P05-1045,N12-1065,1,"The Stanford named entity recognition (NER) software (Finkel et al., 2005) is an implementation of linear chain Conditional Random Field (CRF) sequence models, which includes a three class (person, organization, location and other) named entity recognizer for English.","The Stanford named entity recognition (NER) software TREF is an implementation of linear chain Conditional Random Field (CRF) sequence models, which includes a three class (person, organization, location and other) named entity recognizer for English."
A,P05-1045,N12-1080,1,"For identification of named entities, we use Stanford NER (Finkel et al., 2005).","For identification of named entities, we use Stanford NER TREF."
A,P05-1045,N12-1084,0,"It uses Named Entity Recognition (NER) (Finkel, Grenager, and Manning, 2005; Ratinov and Roth, 2009; Ritter et al., 2011) as a subroutine to identify named person entities, though we are also interested in unnamed persons such as “my teacher” and pronouns.","It uses Named Entity Recognition (NER) (GTREF) as a subroutine to identify named person entities, though we are also interested in unnamed persons such as “my teacher” and pronouns."
